Nazwisko aktualne,Liczba
NOJMAN,273
PIASZCZYK,273
PIEGAT,273
PIEŃCZYKOWSKI,273
PISERA,273
PISZ,273
PRZYMUSZAŁA,273
SAMOLEJ,273
SIECZKO,273
SMENTEK,273
SORBIAN,273
SUŁOWSKI,273
SURY,273
SZUMIELEWICZ,273
WĘDRYCHOWICZ,273
WIATRZYK,273
ZAMIARA,273
ŻARÓW,273
BARNOWSKI,272
BINDER,272
BOROŃCZYK,272
BUGARA,272
CHYC,272
CIOSMAK,272
CZERWIEŃ,272
DOERING,272
DONARSKI,272
DROŚ,272
DYJAS,272
GOTOWICKI,272
JAWIEŃ,272
KARMOWSKI,272
KORKUS,272
KOŚCIELECKI,272
KOTWA,272
KRYŚKIEWICZ,272
KUNDERA,272
KUSAL,272
KUŚMIDER,272
LITKA,272
ŁAZAREK,272
MALIKOWSKI,272
MĄDRZEJEWSKI,272
MUSIŃSKI,272
NAROŻNIK,272
NIEŚCIORUK,272
OGRODOWICZ,272
PACZUŁA,272
PERDEK,272
PIEKARNIAK,272
PONDEL,272
PUSZCZ,272
PYSIAK,272
REJOWSKI,272
RUBAK,272
STARĘGA,272
SUSŁO,272
SZAFRANIAK,272
ŚLEBODA,272
ŚLIPKO,272
WAŁOWSKI,272
ZARÓD,272
AGATOWSKI,271
BOGDZIEWICZ,271
BOLDA,271
BZDAK,271
CZYRNEK,271
DOBACZEWSKI,271
DZIECIUCH,271
ELIAS,271
GERLICH,271
GNIADZIK,271
GOLDMAN,271
GOLENIEWSKI,271
HAŁUPKA,271
HODUN,271
IMIELA,271
KAPTURSKI,271
KAZUBSKI,271
KLUZEK,271
KURNICKI,271
LASIK,271
LEOŃCZUK,271
LORANC,271
MARCHUT,271
MOKRZYŃSKI,271
MOZOLEWSKI,271
MURAŃSKI,271
PASZENDA,271
PATRO,271
PIETROWICZ,271
RIEDEL,271
SENDEROWSKI,271
SKOPEK,271
STALEWSKI,271
ŚWIERZYŃSKI,271
TAŁAJ,271
TURALSKI,271
WERNIK,271
WIĘCKO,271
WYCZESANY,271
ZŁOTNICKI,271
ZMITROWICZ,271
BELCZYK,270
DRĄŻEWSKI,270
DRYJAŃSKI,270
FOGT,270
GŁODZIK,270
GŁOWNIAK,270
GORZELANY,270
GRASZA,270
GRYGLAK,270
HANULA,270
KADEJ,270
KAFARSKI,270
KLAK,270
KOPROWICZ,270
LEWTAK,270
LICZBIŃSKI,270
ŁĘPICKI,270
MASIEWICZ,270
MICIAK,270
MIŚKÓW,270
NACHYŁA,270
OLCHOWIK,270
ORNOCH,270
PIWNIK,270
RAMZA,270
RUMIAN,270
SAR,270
SMORCZEWSKI,270
STANIKOWSKI,270
ŚWIACKI,270
TAŃCULA,270
TOSIK,270
TRELIŃSKI,270
WALDON,270
WALUKIEWICZ,270
YAREMCHUK,270
ZAGAJA,270
ZBYTNIEWSKI,270
ŻEROMSKI,270
BABYCH,269
BISZCZANIK,269
BRONIEWSKI,269
BRZUCHACZ,269
CIERPKA,269
CUGIER,269
DENYSENKO,269
DYTRYCH,269
DZIMIRA,269
FURMANKIEWICZ,269
GERS,269
GŁUSZCZAK,269
GRELAK,269
GROMOWSKI,269
GRYGLICKI,269
KASPRZYKOWSKI,269
KLARA,269
KOŁODZIEJAK,269
KOMAROWSKI,269
KORGÓL,269
KRYPCZYK,269
LEDWIG,269
LESKI,269
LISOWIEC,269
LURANC,269
LURKA,269
ŁUDZIK,269
PACZEŚNY,269
PILC,269
PŁYWACZ,269
POJDA,269
POŁOŃSKI,269
PRYK,269
RUPIK,269
RYBACZUK,269
SOBKO,269
SZULTA,269
SZWEC,269
TERESHCHENKO,269
WALIŁKO,269
WANKE,269
WAŚCIŃSKI,269
WĄSIŃSKI,269
WYRWIŃSKI,269
BONARSKI,268
BORODZIUK,268
BRUDEK,268
CHYŻYŃSKI,268
DACZKOWSKI,268
DERING,268
FAŁAT,268
GBIORCZYK,268
GĘBUŚ,268
GRODZIŃSKI,268
HACZEK,268
HAJOK,268
HALAT,268
HOLKA,268
HUANG,268
KANDULSKI,268
KNOPP,268
KRYSIEWICZ,268
KURASIEWICZ,268
LATOŃ,268
LUDWIŃSKI,268
ŁOPATOWSKI,268
PORCZYŃSKI,268
POTYRA,268
PUTOWSKI,268
RAFAŁ,268
SENIUK,268
SĘDZICKI,268
SOCHAŃSKI,268
STECZEK,268
SZACHNOWSKI,268
TASIOR,268
WALENTOWICZ,268
ZELENT,268
ŻAKIEWICZ,268
ŻYCZKOWSKI,268
BABECKI,267
BALCEWICZ,267
BIADUŃ,267
CZERMAK,267
DAKOWICZ,267
FIDO,267
GOSTOMCZYK,267
KADŁUBEK,267
KALMAN,267
KASPROWIAK,267
KIELICH,267
KLAMANN,267
KŁOBUKOWSKI,267
KORZEB,267
KOSATKA,267
KURANTOWICZ,267
KUŹBA,267
KWIATOŃ,267
LITTWIN,267
MELNIK,267
MIEDZIAK,267
MOTŁOCH,267
NAUMENKO,267
NIKONOWICZ,267
OKARMA,267
ROGALEWICZ,267
ROSIKOŃ,267
SEROWIK,267
SERWACH,267
STAN,267
STARZYCKI,267
STĘPLOWSKI,267
WELTROWSKI,267
WITUŁA,267
WYSOGLĄD,267
ZADYKOWICZ,267
BARUCHA,266
BARZYCKI,266
BOSZKO,266
BRYJAK,266
BRZUSZKIEWICZ,266
CHYLA,266
DAROSZEWSKI,266
DURAN,266
DYBICH,266
DZIEDZIŃSKI,266
FRANASZEK,266
GOJTOWSKI,266
KONOWALSKI,266
KOWACZ,266
KRUŻYŃSKI,266
KUBCZAK,266
KUCHNIA,266
KULESZ,266
KURKOWIAK,266
KUŻDŻAŁ,266
LANGIEWICZ,266
LEWAŃCZYK,266
LIMANÓWKA,266
LUTEREK,266
MIELCZARSKI,266
MIERZWICKI,266
OLESZCZYK,266
PAWLONKA,266
PLAZA,266
POPARDOWSKI,266
PUCHTA,266
PURTAK,266
STANIUCHA,266
STĄPOREK,266
SUDÓŁ,266
SURDYKA,266
SZMID,266
TANAŚ,266
WESZKA,266
WOSZTYL,266
ZAITSEV,266
ŻERAŃSKI,266
ŻOŁDAK,266
BYWALEC,265
DECHNIK,265
DOBIECKI,265
DZIĄG,265
FORTUNIAK,265
FRASZCZYK,265
GACZKOWSKI,265
GAWEŁEK,265
GIENIUSZ,265
GIERCZYK,265
GRACZKOWSKI,265
JACHACY,265
JANTA,265
JARY,265
JERCZYŃSKI,265
JĘCEK,265
JUNIK,265
JURCZYSZYN,265
KOBALCZYK,265
MAJGIER,265
MANIEWSKI,265
MASTAJ,265
MAZANOWSKI,265
MIELECKI,265
MUCIEK,265
MUZOLF,265
PADIASEK,265
PALCZYŃSKI,265
PASIECZNIK,265
PERYT,265
PIELUŻEK,265
PODRAŻKA,265
RYTELEWSKI,265
SKOKOWSKI,265
SŁAPEK,265
STOSZEK,265
SZCZUCHNIAK,265
SZLĄZAK,265
SZWAGRZYK,265
ŚNIEŻKO,265
WAWRUCH,265
WÓLCZYŃSKI,265
BARAŃCZYK,264
FELINIAK,264
GAŁWA,264
GLOMB,264
GOŹDZIEWICZ,264
GRYBEL,264
GRYŃ,264
GURAK,264
HABAS,264
JAMRÓG,264
JAWOSZEK,264
JELEŃSKI,264
KARPA,264
KILICHOWSKI,264
KRUPCZAK,264
KRYSZTOFOWICZ,264
KRZYSZCZUK,264
KSIĄŻCZYK,264
KUBUJ,264
LUBSZCZYK,264
ŁAPETA,264
MADEJEK,264
MEUS,264
NASTAROWICZ,264
NIEMIER,264
PATRZYKĄT,264
PĘCHERZEWSKI,264
PYLYPCHUK,264
RÓWNY,264
SAWCZAK,264
SCHREIBER,264
SERAFINOWICZ,264
SNELA,264
SZCZERBIK,264
ŚMIERZCHALSKI,264
TĘCZAR,264
TORCHAŁA,264
TYLENDA,264
WŁÓKA,264
WODZISŁAWSKI,264
ZIĘTKIEWICZ,264
BAZIAK,263
CZAPP,263
CZERPAK,263
DREWNIK,263
DZIERŻĘGA,263
FIGA,263
GIEREJ,263
GOCYŁA,263
GOJNY,263
GRABA,263
GRĘBSKI,263
GRYSZKO,263
HABRAT,263
HAŁOŃ,263
HOŁUJ,263
IMIOŁCZYK,263
IVANIUK,263
JARCZOK,263
JĘDRYSIK,263
KOCZAN,263
KOSTKOWSKI,263
KOTLARCZYK,263
KUCEWICZ,263
KWICZALA,263
LITWICKI,263
MACHULA,263
MARCHEWA,263
MIELEWSKI,263
MURAT,263
MURDZEK,263
PERTEK,263
POPIÓŁ,263
PROCYK,263
STANULEWICZ,263
SZORC,263
TELESZ,263
WĄDRZYK,263
WIEWIÓR,263
WYSMYK,263
ZIMIŃSKI,263
ZUCHOWICZ,263
BATYCKI,262
BAUMANN,262
BRAJER,262
BUNIOWSKI,262
BUT,262
CIOSK,262
CUDZIŁO,262
CZAJOR,262
DOMANOWSKI,262
DYDERSKI,262
DYJA,262
DYJACH,262
DYWAN,262
FRELIK,262
GRADECKI,262
HYRA,262
JÓSKOWSKI,262
KAMUDA,262
KIMAK,262
KŁYŻ,262
KOCIMSKI,262
KOŁODZIEJCZUK,262
KRZYŻYŃSKI,262
MACHULEC,262
MACIAŁEK,262
MAŚLACH,262
MATVIICHUK,262
MIETŁA,262
MIRKIEWICZ,262
MYDŁO,262
MYSTEK,262
OBREMSKI,262
OPACH,262
ORLOV,262
OWCARZ,262
PARZNIEWSKI,262
PIELOCH,262
POSZWA,262
PROTASIEWICZ,262
PUTEK,262
RINGWELSKI,262
RYDZKOWSKI,262
SABATOWSKI,262
SUPERA,262
SUSEK,262
SZARANIEC,262
SZYMANIEC,262
TELKA,262
TOTA,262
WAĆKOWSKI,262
WĘGIEREK,262
WIECZYŃSKI,262
WYGANOWSKI,262
ALBERSKI,261
BAGNIEWSKI,261
BERETA,261
BODAK,261
BORUCIŃSKI,261
CIEPLUCHA,261
CZAPRACKI,261
DUDYS,261
DZIEWIOR,261
DZIWAK,261
GAJOWSKI,261
GEMBALCZYK,261
GÓRNOWICZ,261
GROSIAK,261
GRYGLEWICZ,261
JAKUBISZYN,261
JĘDRZEJKO,261
KOŃSKI,261
KOTRYS,261
KOZACZKA,261
KOZEK,261
KULASZEWSKI,261
ŁASZCZYK,261
ŁUŻYŃSKI,261
MOSIEJ,261
NECEL,261
NIEDBAŁ,261
PASTUCH,261
PAWLETA,261
PELLOWSKI,261
PODGÓRNI,261
REMBECKI,261
RYCHLAK,261
RYCHTA,261
RZEMEK,261
SALIŃSKI,261
SATOŁA,261
SZWEJ,261
TYMOSHCHUK,261
WIĘSEK,261
ZGŁOBICKI,261
ZYS,261
ANIŚKO,260
BELINA,260
BERGIEL,260
BRZYCHCY,260
CHAMERSKI,260
CHODOR,260
CZARZASTY,260
CZECZOT,260
CZUBERNAT,260
DAMSKI,260
DŹWIGAŁA,260
FIRLIT,260
GŁASEK,260
JARZĘBAK,260
JĘDRASZAK,260
KAJEWSKI,260
KARMAŃSKI,260
KOCIUBIŃSKI,260
KRZYCH,260
LASSAK,260
LENARTOWSKI,260
MAMEDOV,260
MICHURA,260
MICZKA,260
MIETELSKI,260
NIEDUŻAK,260
OGAR,260
OGAZA,260
PEĆ,260
PODKÓWKA,260
PRĄTNICKI,260
PROCHOWSKI,260
PURA,260
SŁONECKI,260
STRUŻYNA,260
SYGA,260
SZPURA,260
SZUPER,260
WARDECKI,260
WITASZCZYK,260
WYKROTA,260
ZAGAŁA,260
BAŁON,259
BRONIECKI,259
BRYSZEWSKI,259
BURZYK,259
DUŃSKI,259
FRANIA,259
GALLA,259
GOCŁOWSKI,259
GORCZYCKI,259
GRZYWOCZ,259
GUBA,259
ILASZ,259
JECHNA,259
JUSTYNA,259
KĘDZIORSKI,259
KRZYŻAN,259
KWAPISIEWICZ,259
LASZCZKOWSKI,259
MANN,259
MYKHAILIUK,259
NGUYEN VAN,259
NIECKULA,259
PODLASEK,259
PODLEJSKI,259
RYBACZEK,259
SIEPKA,259
SKRZYPSKI,259
SOCHOŃ,259
STANISŁAWIAK,259
STAŃCO,259
SZPILSKI,259
SZUBRYT,259
ULENBERG,259
WĘGROWSKI,259
WOJTON,259
WOJTYNEK,259
WYTRWAŁ,259
ZDRZAŁEK,259
BACHTA,258
BIDAS,258
BONOWICZ,258
CZAMARA,258
CZAUDERNA,258
DMITRZAK,258
DZIERZGOWSKI,258
FITAS,258
GAWARECKI,258
GRABCZYŃSKI,258
GROTA,258
HULEWICZ,258
KOMANIECKI,258
KOZIEJA,258
KRAWCEWICZ,258
LORENT,258
ŁATACZ,258
MIELEC,258
MIKINA,258
MORGAŚ,258
NIERADZIK,258
PAULUS,258
PAWSKI,258
PUTON,258
SARZAŁA,258
SIEWRUK,258
SOWIK,258
SPACZYŃSKI,258
STOŃ,258
SYPOSZ,258
SZCZESZEK,258
VOGT,258
WOJTULEWICZ,258
YILMAZ,258
ZAKHAROV,258
BEBEL,257
BEGER,257
BIALIC,257
DEMIAŃCZUK,257
DEMKO,257
DZIEMIŃSKI,257
FABISZ,257
FALK,257
GROCHOWICZ,257
JOŃCZY,257
JURASIK,257
KIEREŚ,257
KILAN,257
KLEKOWSKI,257
KOBIEROWSKI,257
KORTUS,257
KUNAT,257
KWIOTEK,257
LĘCZNAR,257
MERCHUT,257
OŁOWSKI,257
PASZEWSKI,257
PIETRUSZCZAK,257
POLOWY,257
RAJCHERT,257
RECZKO,257
RING,257
ROSAK,257
RUBAN,257
RYCOMBEL,257
SARKOWICZ,257
STEPANENKO,257
SZCZYPCZYK,257
SZYKOWNY,257
SZYPER,257
ŚLĄSKI,257
WAŁECKI,257
WARCHAŁOWSKI,257
WICZYŃSKI,257
WOJTACZKA,257
ZIMECKI,257
ZIORA,257
ZŁOTY,257
ADRYCH,256
BOGIEL,256
DZIEMBOWSKI,256
GALOCH,256
GARDAS,256
HEMMERLING,256
HRYNIEWIECKI,256
HURAS,256
JACHIMEK,256
JAKUSZ,256
JOBDA,256
KAŁASKA,256
KURPIK,256
LASZKOWSKI,256
LIPIAK,256
MARKOWIAK,256
MARTYNENKO,256
MARUCHA,256
MŚCICHOWSKI,256
OLIŃSKI,256
ORŁOWICZ,256
ORZOŁEK,256
PIESTRZENIEWICZ,256
PŁOWIEC,256
POCHMARA,256
POPIELAS,256
PRUSZAK,256
PRZELIORZ,256
PUZOŃ,256
RUPNIEWSKI,256
SEIFERT,256
SKORACKI,256
SKWIERCZ,256
STACHNIUK,256
STEGLIŃSKI,256
STĘPNICKI,256
STOKOWIEC,256
STUCHLIK,256
SZCZUPAKOWSKI,256
ŚWIERZEWSKI,256
TUMIŁOWICZ,256
TURLIŃSKI,256
TYBURA,256
WIERNY,256
WIOSNA,256
WOJTUSIAK,256
WRONISZEWSKI,256
ZAWÓŁ,256
ŻURAWICZ,256
BADORA,255
BEDNARKIEWICZ,255
BLIŹNIAK,255
BŁASZCZOK,255
BODZEK,255
BOJEK,255
BRDAK,255
BURAKIEWICZ,255
DERWICH,255
DZIENDZIEL,255
DZIUGIEŁ,255
GAJAK,255
GARSZTKA,255
GLOC,255
GORZAŁA,255
GOZDOWSKI,255
JAGUSZ,255
JEDUT,255
JEMIELITY,255
JĘDROCHA,255
JĘDRUSZEK,255
KIEĆ,255
KRETKOWSKI,255
KUBACKA,255
KURS,255
LITKE,255
MARCZYKOWSKI,255
MARTUSZEWSKI,255
MATYKIEWICZ,255
MIAZIO,255
MIENTUS,255
OSZCZYK,255
PICHLAK,255
PUDO,255
RAU,255
ROBAKIEWICZ,255
RZADKIEWICZ,255
SAJKOWSKI,255
SAŁUDA,255
SIEKLICKI,255
SPIŻEWSKI,255
STELMASZEWSKI,255
SZCZYPIORSKI,255
SZMANIA,255
SZTABIŃSKI,255
ŚWIERZY,255
TRONINA,255
TRONT,255
WASĄG,255
WIELOWSKI,255
WRODARCZYK,255
WTULICH,255
BAZAK,254
BEDYŃSKI,254
BINIAK,254
CICHOMSKI,254
CYMERYS,254
DARGIEWICZ,254
DOBRANOWSKI,254
DRYGALSKI,254
DWORCZYK,254
FARION,254
GARBOŚ,254
GOŃDA,254
GRZMIL,254
GWIZD,254
HERZYK,254
HOŁODY,254
HOMONCIK,254
JASIENIECKI,254
JĘKOT,254
KĘDZIERAWSKI,254
KIEŁCZYŃSKI,254
KUCHERENKO,254
KURAL,254
LEBEK,254
LEPICH,254
LICHOSIK,254
LUTSENKO,254
MAY,254
MŁODZIKOWSKI,254
PĘK,254
POLIS,254
PONICKI,254
POST,254
REKUS,254
RUDŹ,254
SERDIUK,254
SIJKA,254
SMYRAK,254
SOWUL,254
SYNOWIECKI,254
SZCZEPARA,254
SZCZYKUTOWICZ,254
SZKLANNY,254
SZUBART,254
TOMPOROWSKI,254
WAWRYSZUK,254
WIETECKI,254
AGACIŃSKI,253
ALBERT,253
BELNIAK,253
BENSZ,253
BICKI,253
CIEMNIEWSKI,253
DEJ,253
DREWEK,253
DURAS,253
DZIEWIĄTKOWSKI,253
FRANIAK,253
GROMADZIŃSKI,253
HOJAN,253
IVASHCHENKO,253
JURGIEL,253
KICIAK,253
KIŻEWSKI,253
KLAMAN,253
KOŹLAREK,253
KRIGER,253
KRYSTKIEWICZ,253
KUBIEŃ,253
KUCAŁA,253
KUROSZ,253
LACHMAN,253
LAS,253
MACUDZIŃSKI,253
MAJDER,253
MALCHERCZYK,253
MEGER,253
MITAS,253
NAWALANIEC,253
OLCHOWY,253
OSKWAREK,253
POŁATYŃSKI,253
PSZONAK,253
SEGIET,253
SOBIERSKI,253
STABLA,253
STASZCZUK,253
SZALBOT,253
SZMAJDUCH,253
SZPILKA,253
SZTURC,253
TREFON,253
TUMIŃSKI,253
TURKO,253
TYSZER,253
WEIS,253
WIĘCASZEK,253
WITKOŚ,253
WYBRANOWSKI,253
ZAWROTNIAK,253
BĄCAL,252
BEER,252
BĘBAS,252
BROMBOSZCZ,252
BUSSE,252
CHŁOPIK,252
CHOROBA,252
CŁAPA,252
CZERKAS,252
ĆWIKLAK,252
DACH,252
DMUCHOWSKI,252
DOBRAS,252
DORNA,252
DREGER,252
DYTŁOW,252
FERT,252
FIDELUS,252
GAŁUS,252
GOSZCZYCKI,252
GRABIA,252
GROCHOLEWSKI,252
GRUŹLEWSKI,252
GRZĄDKA,252
HARACZ,252
HAUKE,252
HYS,252
KALINIAK,252
KOPIECKI,252
KOPYTOWSKI,252
KORDEL,252
KOTUS,252
LESIECKI,252
MACUGA,252
MAKAROV,252
MIĘTKA,252
MUŚ,252
OBAJTEK,252
OWSIANIK,252
PARDELA,252
POMIAN,252
PROKSA,252
ROMASZKO,252
SALETRA,252
SOBERA,252
SZWAJDA,252
TATARSKI,252
TROCHIMIAK,252
ZAGROBA,252
ZĄBKOWSKI,252
BARTODZIEJ,251
BIEGA,251
BIESZK,251
GILOWSKI,251
GOŚCICKI,251
GRALEC,251
JĘCZMIONKA,251
JUSIAK,251
KOCYBA,251
KUBISZTAL,251
KULBICKI,251
KUŹDUB,251
KWAPICH,251
LIGUS,251
LISZKOWSKI,251
LULEWICZ,251
MAGRYŚ,251
MARCYNIUK,251
MASARCZYK,251
MATŁOKA,251
MATYSZKIEWICZ,251
MIKŁASZEWICZ,251
MIKUŚ,251
MURZYNOWSKI,251
NIŹNIK,251
OMELAŃCZUK,251
OTFINOWSKI,251
PAŃKA,251
PIPCZYŃSKI,251
PŁECHA,251
POWALSKI,251
PTACH,251
PUCYK,251
PYTLEWSKI,251
RAMUS,251
SADEK,251
SIRKO,251
SZCZECHOWIAK,251
SZYGENDA,251
ŚWIDA,251
TRĄBIŃSKI,251
WĘGLICKI,251
WITASIK,251
WOJDAN,251
ZATYLNY,251
ŻEMŁA,251
BALAK,250
BIGDA,250
CHARYTONIUK,250
CHODZIŃSKI,250
CIERZNIAK,250
GAJO,250
GOMULSKI,250
GZOWSKI,250
JARZĄBKOWSKI,250
KARDYNAŁ,250
KLECZYŃSKI,250
KONECZNY,250
KONIARZ,250
KOPERWAS,250
KROCZYŃSKI,250
KRYSZTOFIK,250
KRZEWINA,250
KUCAL,250
LAL,250
LICHY,250
MATUSEK,250
MIKOWSKI,250
MOC,250
OBŁĄK,250
ORAMUS,250
PACHOLARZ,250
PACUT,250
PLACHA,250
PRZYBYTEK,250
RĘBOWSKI,250
RYNIEC,250
SARNICKI,250
SMYKA,250
SZCZEPOCKI,250
SZKOPIŃSKI,250
ŚRODOŃ,250
TABERSKI,250
TOCHA,250
TYRAŃSKI,250
ULBRICH,250
VOROBIOV,250
WIELGÓRSKI,250
WÓDZ,250
WRĄBEL,250
ZWARDOŃ,250
ZYWERT,250
ARANOWSKI,249
BARYCKI,249
BŁASZKÓW,249
BOBOWICZ,249
CHOMICZEWSKI,249
CIESIŃSKI,249
CZYŻOWICZ,249
DOLIWA,249
DROHOMIRECKI,249
DUNAJEWSKI,249
DUPLAGA,249
DYDYNA,249
DZIUBAŁTOWSKI,249
GESEK,249
GĘBAL,249
GRZELAKOWSKI,249
HAŁUSZCZAK,249
KASS,249
KIDAWA,249
KLIZA,249
KOPYŚ,249
KOŹLUK,249
KUCHNOWSKI,249
KURSZEWSKI,249
LEBIECKI,249
LEŚNICZAK,249
LEWCZYK,249
NAROWSKI,249
OMYŁA,249
PILAWA,249
PINTAL,249
PRUSKO,249
PRZYSZLAK,249
PUCHOWSKI,249
PUDZIANOWSKI,249
RAFAŁOWICZ,249
RYCHŁY,249
SIEMIENIAK,249
SIMLAT,249
SOLKA,249
SPRENGEL,249
STEMPNIEWICZ,249
STODOLAK,249
SZABLAK,249
TROJAŃSKI,249
TRZASKOMA,249
UCHAŃSKI,249
WARAKOMSKI,249
WIESZOŁEK,249
ZIEWIEC,249
ANTOSZEK,248
BARCHAŃSKI,248
BARYŁKA,248
BEŁTOWSKI,248
BRYSIAK,248
BYRTEK,248
BZDYRA,248
DREWCZYŃSKI,248
DUREK,248
DURKIEWICZ,248
DZWONNIK,248
EBERT,248
GAS,248
GOŁY,248
GRUSZKIEWICZ,248
HALUCH,248
JACHEĆ,248
JARMUŁ,248
JUDYCKI,248
KŁAPUT,248
LENDZIOSZEK,248
ŁABIAK,248
ŁOTOCKI,248
MAŚNICA,248
MERES,248
MOSEK,248
OKONEK,248
OSAJDA,248
OSIEJ,248
PĘDZISZ,248
PYCIA,248
RADOSZEWSKI,248
RZESZÓTKO,248
SCHRÖDER,248
SKONIECKI,248
SZKÓŁKA,248
ŚWIECZAK,248
ULRYCH,248
WENDERLICH,248
WODNIOK,248
ŻUŁAWNIK,248
ANDRYSZAK,247
ANDRYSZCZAK,247
BORYSENKO,247
CHAJEWSKI,247
CYGAŃSKI,247
DMYTRENKO,247
FABJAŃSKI,247
GASZKA,247
GRZEGORZEWICZ,247
GUSTOWSKI,247
HERKT,247
HERZOG,247
JAMIOŁ,247
KIERNOZEK,247
KONONENKO,247
KORDOS,247
KORNASZEWSKI,247
KUHN,247
KURLETO,247
KUSIOR,247
ŁAZAREWICZ,247
MACHCIŃSKI,247
MAJDZIŃSKI,247
MANDRELA,247
MANTAJ,247
MARCHLIK,247
MATYLA,247
MULKA,247
NADZIEJA,247
NIWA,247
OBLIZAJEK,247
PACHA,247
PAWELAK,247
PIASKOWY,247
PIJEWSKI,247
PRZYBORSKI,247
RACHAŃSKI,247
RADZYMIŃSKI,247
RATUSZNIAK,247
REIZER,247
RONOWICZ,247
ROTUSKI,247
RYCAJ,247
SIEKACZ,247
SIWOŃ,247
SMOŁUCH,247
SOCHAN,247
STANNY,247
USZKO,247
ZAGATA,247
ZARAŃSKI,247
ANGIELCZYK,246
BANASZCZAK,246
BEKISZ,246
BEREŻAŃSKI,246
BERNACIK,246
BŁACHOWIAK,246
CZERNIEWSKI,246
DADAS,246
DEREWOŃKO,246
DRABAREK,246
GACZOŁ,246
GALWAS,246
GĘBCZYK,246
GLINIAK,246
GROCHOT,246
GURDEK,246
HENDEL,246
HERKA,246
HOLECZEK,246
JASZKOWSKI,246
JEDLIKOWSKI,246
JUROWSKI,246
KLAUZA,246
KRZYWKOWSKI,246
KURZACZ,246
KWAŚNIEWICZ,246
LAMEK,246
LEWNA,246
LIK,246
LIZAKOWSKI,246
LUTEK,246
MARKUS,246
MINKO,246
NIEWIARA,246
OJDANA,246
OPĘCHOWSKI,246
PILŚNIAK,246
PINKOSZ,246
PŁOCH,246
PRASAŁ,246
PRZYBEK,246
PYRCZ,246
RZESZOTEK,246
SACEWICZ,246
SĘDKOWSKI,246
SKRYPNYK,246
SŁOWICKI,246
SOŁTYSIŃSKI,246
SPRYSZYŃSKI,246
STRZĄBAŁA,246
SZCZEPKA,246
SZCZEŚNIEWSKI,246
SZESZUŁA,246
SZRAJBER,246
WADECKI,246
WIECHNIK,246
ZAŃKO,246
ZAPAŁOWSKI,246
ŻACZKIEWICZ,246
BARTOSZYŃSKI,245
BAWOR,245
BERNECKI,245
BISKUPEK,245
BOSACKI,245
BRYNIAK,245
BURKOWSKI,245
CAPIGA,245
CHOMKA,245
DANCEWICZ,245
DUKAŁA,245
DYONIZIAK,245
DZIADAK,245
DZIECIĄTKOWSKI,245
DZIEL,245
GIERŁOWSKI,245
GOLECKI,245
GROBEL,245
HUĆ,245
IRACKI,245
JADOWSKI,245
JAMROZIAK,245
JONES,245
KASOWSKI,245
KICZKA,245
KORBAN,245
KROPIELNICKI,245
KUKLEWSKI,245
LÊ,245
ŁOBOS,245
ŁYDZIŃSKI,245
MACHOCKI,245
MALESZYK,245
MAMET,245
MOSZ,245
OGIERMAN,245
OKRASZEWSKI,245
ORDAK,245
OSTROWICKI,245
PIETKUN,245
PLESIŃSKI,245
PROKOPCHUK,245
REINERT,245
RUKAT,245
SULEJEWSKI,245
SUWARA,245
SZCZYPIÓR,245
SZUDY,245
ŚWIERZBIŃSKI,245
WOJDALSKI,245
WOŁOWIK,245
WRONIECKI,245
WYPART,245
ZEMBRZYCKI,245
ADAMECZEK,244
BENISZ,244
BENKOWSKI,244
BIEDRAWA,244
BOŻYM,244
BRALEWSKI,244
BROCHOCKI,244
BRZOSTOWICZ,244
CHARĘZA,244
CHOJKA,244
CIAPAŁA,244
DEGÓRSKI,244
DENYS,244
DRAWC,244
DYBCIO,244
DYŁA,244
GAGAT,244
GAŁKIEWICZ,244
GREGOR,244
HELUSZKA,244
HILLER,244
JANUSIEWICZ,244
JONDA,244
KAPSA,244
KASPROWSKI,244
KIERES,244
KONSTANTYNOWICZ,244
KOSZTYŁA,244
LAMPKOWSKI,244
LELEŃ,244
LEVCHUK,244
MIKIEWICZ,244
ODZIEMCZYK,244
PIEPRZAK,244
POŁUBIŃSKI,244
PROKOPENKO,244
SEMRAU,244
SĘKTAS,244
SOBONIAK,244
SZARSZEWSKI,244
SZCZĘSNOWICZ,244
ŚWIĘTONIOWSKI,244
WALENDA,244
WAWRZYK,244
WĘCŁAWEK,244
WILCZKOWSKI,244
WISEŁKA,244
WSZĘDYBYŁ,244
YE,244
BABCZYŃSKI,243
BACHORZ,243
BAŁUSZYŃSKI,243
BECMER,243
BOJANOWICZ,243
BREWIŃSKI,243
BRUCH,243
CIECHOWSKI,243
DĄDELA,243
DOMURAT,243
FABIAŃCZYK,243
GARLEJ,243
GĘDŁEK,243
GORNOWICZ,243
GORYSZEWSKI,243
GRUDKOWSKI,243
GRUDNIK,243
HAŁADUS,243
HOSZOWSKI,243
HUTNY,243
JANASZKIEWICZ,243
JURANEK,243
KAJKA,243
KANKOWSKI,243
KAWCZAK,243
KOŁOCZEK,243
KOREPTA,243
KUZERA,243
LEDZIŃSKI,243
ŁUPKOWSKI,243
MAKSELON,243
MINKOWSKI,243
MOŁOŃ,243
MOTYCZYŃSKI,243
MROZIEWICZ,243
ODROBIŃSKI,243
OKRĘGLICKI,243
PIERSIAK,243
PIESIO,243
PODKOWIŃSKI,243
POLEWACZYK,243
ROTHER,243
